GPS HOURS     MIN    SEC   MET (MIN)    LONG (decimal deg)       LAT (decimal deg)      ALT (ft) 
-------------------------------------------------------------------------------------------------
14	15	7	59.283267	-110.019500	40.259167	71439
14	15	49	59.983267	-110.021833	40.259333	72065
14	16	31	60.683267	-110.023667	40.259333	72695
14	17	13	61.383267	-110.026000	40.258667	73325
14	17	55	62.083267	-110.029167	40.259167	73952
14	18	37	62.783267	-110.031500	40.260333	74562
14	19	19	63.483267	-110.034667	40.261167	75215
14	20	1	64.183267	-110.036167	40.263333	75854
14	20	42	64.866600	-110.038833	40.264000	76501
14	21	25	65.583267	-110.043500	40.264667	77131
14	22	6	66.266600	-110.048167	40.265000	77790
14	22	48	66.966600	-110.052000	40.265500	78456
14	23	30	67.666600	-110.052833	40.265500	79135
14	24	12	68.366600	-110.054000	40.264667	79798
14	24	54	69.066600	-110.058167	40.263500	80474
14	25	36	69.766600	-110.063833	40.262500	81133
14	26	18	70.466600	-110.067833	40.261333	81783
14	27	0	71.166600	-110.071167	40.259167	82432
14	27	42	71.866600	-110.076333	40.258500	83075
14	28	24	72.566600	-110.080333	40.259333	83731
14	29	5	73.249933	-110.085000	40.258333	84394
14	29	47	73.949933	-110.091167	40.258000	85073
14	30	29	74.649933	-110.096167	40.259167	85746
14	31	11	75.349933	-110.100000	40.259500	86441
14	32	35	76.749933	-110.111500	40.258333	87737
14	33	17	77.449933	-110.117833	40.259000	88347
14	33	59	78.149933	-110.122833	40.258833	88980
14	34	41	78.849933	-110.129333	40.259500	89574
14	36	5	80.249933	-110.138667	40.261000	90831
14	36	46	80.933267	-110.143667	40.261500	91477
14	38	10	82.333267	-110.155167	40.264000	92806
14	39	34	83.733267	-110.162667	40.263167	94111
14	40	16	84.433267	-110.168167	40.261167	94764
14	40	58	85.133267	-110.175333	40.261333	95391
14	41	40	85.833267	-110.180667	40.261667	95958
14	42	22	86.533267	-110.185333	40.260000	96536
14	43	4	87.233267	-110.191333	40.259167	97103
14	43	45	87.916600	-110.196500	40.258167	97684
14	44	27	88.616600	-110.203000	40.257000	94341
14	45	9	89.316600	-110.207833	40.257167	89348
14	45	51	90.016600	-110.213000	40.257500	85217
14	46	33	90.716600	-110.217833	40.257167	81304
14	47	15	91.416600	-110.221333	40.256833	77738
14	47	57	92.116600	-110.224500	40.257833	74473
14	48	39	92.816600	-110.226333	40.257667	71452
14	50	3	94.216600	-110.231000	40.256833	66167
14	50	45	94.916600	-110.230500	40.256167	63788
14	51	26	95.599933	-110.230333	40.254333	61518
14	52	8	96.299933	-110.228333	40.254333	59405
14	52	50	96.999933	-110.226000	40.254333	57434
14	53	32	97.699933	-110.223833	40.255667	55597
14	54	14	98.399933	-110.220667	40.255667	53812
14	54	56	99.099933	-110.214500	40.256167	52139
14	55	38	99.799933	-110.206500	40.257667	50544
14	57	2	101.199933	-110.195000	40.258833	47483
14	57	44	101.899933	-110.184000	40.260500	46001
14	58	25	102.583267	-110.172833	40.265500	44619
14	59	8	103.299933	-110.161500	40.270000	43580
15	0	31	104.683267	-110.137833	40.278333	41024
15	1	55	106.083267	-110.112500	40.285000	38590
15	2	37	106.783267	-110.103667	40.287167	37405
15	3	19	107.483267	-110.096333	40.288333	36293
15	4	1	108.183267	-110.089500	40.289333	35214
15	4	43	108.883267	-110.083500	40.290167	34194
15	6	7	110.283267	-110.072000	40.291833	32163
15	6	48	110.966600	-110.066667	40.292833	31192
15	7	30	111.666600	-110.062000	40.294000	30244
15	8	12	112.366600	-110.057333	40.295167	29299
15	8	54	113.066600	-110.052833	40.296500	28370
15	9	36	113.766600	-110.048333	40.297667	27416
15	10	18	114.466600	-110.042167	40.298500	26461
15	11	0	115.166600	-110.035833	40.300167	25516
15	11	42	115.866600	-110.030167	40.301667	24634
15	13	6	117.266600	-110.022000	40.303333	23003
15	13	48	117.966600	-110.018667	40.304500	22196
15	14	30	118.666600	-110.015167	40.305833	21471
15	15	11	119.349933	-110.011833	40.308000	20743
15	15	53	120.049933	-110.009000	40.310333	20018
15	16	35	120.749933	-110.006000	40.312833	19270
15	17	17	121.449933	-110.003167	40.314833	18568
15	17	59	122.149933	-110.000833	40.316667	17853
15	18	41	122.849933	-109.998167	40.318500	17154
15	19	23	123.549933	-109.995667	40.320167	16462
15	21	29	125.649933	-109.987000	40.323833	14359
15	22	11	126.349933	-109.983667	40.325167	13654
15	22	53	127.049933	-109.980667	40.325833	12932
15	23	34	127.733267	-109.977500	40.326333	12197
15	24	16	128.433267	-109.974167	40.326167	11485
15	25	40	129.833267	-109.966333	40.324333	10110
15	26	22	130.533267	-109.963167	40.324167	9484
15	27	4	131.233267	-109.960167	40.324333	8880
15	28	28	132.633267	-109.954833	40.326167	7650
15	29	52	134.033267	-109.950833	40.327167	6413
15	30	34	134.733267	-109.951167	40.326833	5819
