Date,Time,millisecs,Ch1:Deg F,Ch2:Deg F,Ch3:,Ch4:Deg F
08/03/2009,07:18:13,651,67.335,64.963,9.274,64.234
08/03/2009,07:18:16,339,67.175,64.882,9.250,64.069
08/03/2009,07:18:19,028,66.812,64.800,9.225,63.633
08/03/2009,07:18:21,717,66.198,64.719,9.209,63.902
08/03/2009,07:18:24,405,66.120,64.596,9.193,63.430
08/03/2009,07:18:27,094,65.486,64.555,9.176,63.468
08/03/2009,07:18:29,783,65.526,64.432,9.152,63.188
08/03/2009,07:18:32,472,65.003,64.352,9.136,63.264
08/03/2009,07:18:35,160,64.800,64.234,9.111,63.023
08/03/2009,07:18:37,849,64.391,64.155,9.087,62.501
08/03/2009,07:18:40,538,63.837,64.076,4.230,62.739
08/03/2009,07:18:43,226,64.115,63.996,9.046,62.092
08/03/2009,07:18:45,915,64.076,63.917,9.030,61.502
08/03/2009,07:18:48,604,63.917,63.797,9.005,61.339
08/03/2009,07:18:51,293,63.315,63.717,8.989,61.416
08/03/2009,07:18:53,981,62.620,63.597,8.964,61.805
08/03/2009,07:18:56,670,62.023,63.476,8.940,61.288
08/03/2009,07:18:59,359,61.982,63.355,8.924,60.925
08/03/2009,07:19:02,047,61.821,63.274,8.907,60.599
08/03/2009,07:19:04,736,61.902,63.153,8.883,60.116
08/03/2009,07:19:07,425,61.902,63.071,8.867,59.957
08/03/2009,07:19:10,114,61.862,62.949,8.842,59.875
08/03/2009,07:19:12,802,62.143,62.826,8.826,59.397
08/03/2009,07:19:15,491,62.103,62.702,8.801,59.073
08/03/2009,07:19:18,180,61.538,62.579,8.785,58.583
08/03/2009,07:19:20,868,60.922,62.461,8.761,59.186
08/03/2009,07:19:23,557,60.719,62.342,8.736,58.981
08/03/2009,07:19:26,246,60.001,62.223,8.720,59.536
08/03/2009,07:19:28,935,59.960,62.063,8.695,59.213
08/03/2009,07:19:31,623,59.554,61.982,8.671,58.808
08/03/2009,07:19:34,312,59.059,61.862,8.663,59.046
08/03/2009,07:19:37,001,58.938,61.741,8.638,58.360
08/03/2009,07:19:39,690,58.336,61.619,8.614,58.553
08/03/2009,07:19:42,378,58.578,61.456,8.598,57.997
08/03/2009,07:19:45,067,58.214,61.334,8.573,57.715
08/03/2009,07:19:47,756,57.929,61.211,8.557,57.351
08/03/2009,07:19:50,444,58.698,61.087,8.541,56.501
08/03/2009,07:19:53,133,58.498,60.963,8.516,56.458
08/03/2009,07:19:55,822,58.457,60.839,8.500,56.139
08/03/2009,07:19:58,511,57.682,60.679,8.467,56.848
08/03/2009,07:20:01,199,57.023,60.481,8.451,57.248
08/03/2009,07:20:03,888,57.063,60.322,8.435,57.041
08/03/2009,07:20:06,577,56.459,60.162,8.418,57.360
08/03/2009,07:20:09,265,56.823,60.001,8.394,56.665
08/03/2009,07:20:11,954,56.214,59.879,8.370,56.742
08/03/2009,07:20:14,643,56.173,59.676,8.353,56.342
08/03/2009,07:20:17,332,55.884,59.554,8.337,55.743
08/03/2009,07:20:20,020,55.263,59.390,8.321,56.177
08/03/2009,07:20:22,709,55.592,59.225,8.296,55.614
08/03/2009,07:20:25,398,54.940,59.101,8.272,55.771
08/03/2009,07:20:28,086,55.021,58.898,8.255,55.118
08/03/2009,07:20:30,775,54.655,58.778,8.239,54.951
08/03/2009,07:20:33,464,54.367,58.618,8.215,54.947
08/03/2009,07:20:36,153,54.201,58.498,8.198,54.548
08/03/2009,07:20:38,841,53.491,58.336,8.174,54.464
08/03/2009,07:20:41,530,53.165,58.174,8.158,53.860
08/03/2009,07:20:44,219,53.083,58.010,8.141,53.855
08/03/2009,07:20:46,908,53.165,57.846,8.117,53.485
08/03/2009,07:20:49,596,53.740,57.723,8.101,52.914
08/03/2009,07:20:52,285,53.001,57.557,8.076,53.314
08/03/2009,07:20:54,974,53.247,57.391,8.060,52.866
08/03/2009,07:20:57,662,52.711,57.224,8.044,52.901
08/03/2009,07:21:00,351,52.586,57.063,8.011,52.498
08/03/2009,07:21:03,040,52.586,56.943,7.995,52.009
08/03/2009,07:21:05,729,51.825,56.742,7.978,52.571
08/03/2009,07:21:08,417,51.702,56.581,7.962,52.163
08/03/2009,07:21:11,106,50.920,56.377,7.938,52.762
08/03/2009,07:21:13,795,51.045,56.214,7.921,52.236
08/03/2009,07:21:16,483,51.498,56.090,7.897,51.287
08/03/2009,07:21:19,172,51.003,55.925,3.977,50.966
08/03/2009,07:21:21,861,50.585,55.718,7.856,51.279
08/03/2009,07:21:24,550,50.415,55.551,7.848,51.157
08/03/2009,07:21:27,238,50.245,55.343,7.832,50.953
08/03/2009,07:21:29,927,49.534,55.183,7.807,51.069
08/03/2009,07:21:32,616,48.816,54.981,7.791,51.469
08/03/2009,07:21:35,304,48.986,54.777,7.775,50.941
08/03/2009,07:21:37,993,48.255,54.614,7.750,51.378
08/03/2009,07:21:40,682,48.428,54.408,7.734,50.773
08/03/2009,07:21:43,371,48.255,54.284,7.709,50.407
08/03/2009,07:21:46,059,48.045,54.076,7.693,50.403
08/03/2009,07:21:48,748,48.644,53.908,7.677,49.743
08/03/2009,07:21:51,437,48.045,53.782,7.652,49.988
08/03/2009,07:21:54,125,48.211,53.572,7.644,49.407
08/03/2009,07:21:56,814,47.542,53.410,7.620,49.323
08/03/2009,07:21:59,503,46.943,53.206,7.604,49.935
08/03/2009,07:22:02,192,47.201,53.001,7.587,49.435
08/03/2009,07:22:04,880,46.508,52.836,7.563,49.721
08/03/2009,07:22:07,569,46.900,52.586,7.546,48.781
08/03/2009,07:22:10,258,46.639,52.460,7.522,47.823
08/03/2009,07:22:12,947,46.041,52.250,7.506,47.533
08/03/2009,07:22:15,635,46.464,52.081,7.489,46.668
08/03/2009,07:22:18,324,46.987,51.910,7.473,46.246
08/03/2009,07:22:21,013,47.668,51.742,7.457,45.164
08/03/2009,07:22:23,701,47.878,51.580,7.449,44.485
08/03/2009,07:22:26,390,48.045,51.375,7.424,44.224
08/03/2009,07:22:29,079,48.342,51.211,7.408,43.808
08/03/2009,07:22:31,768,47.878,51.045,7.383,43.806
08/03/2009,07:22:34,456,47.752,50.878,7.367,43.637
08/03/2009,07:22:37,145,46.857,50.711,7.351,43.884
08/03/2009,07:22:39,834,46.252,50.500,7.335,43.757
08/03/2009,07:22:42,522,46.639,50.330,7.318,43.419
08/03/2009,07:22:45,211,45.743,50.074,7.294,43.709
08/03/2009,07:22:47,900,45.998,49.906,7.278,43.074
08/03/2009,07:22:50,589,46.336,49.741,7.261,42.424
08/03/2009,07:22:53,277,45.657,49.492,7.237,42.681
08/03/2009,07:22:55,966,45.398,49.324,7.221,42.505
08/03/2009,07:22:58,655,45.398,49.114,7.204,42.417
08/03/2009,07:23:01,343,46.083,48.901,7.180,41.784
08/03/2009,07:23:04,032,46.252,48.730,7.163,41.223
08/03/2009,07:23:06,721,46.336,48.558,7.147,41.047
08/03/2009,07:23:09,410,46.464,48.385,7.131,40.693
08/03/2009,07:23:12,098,45.657,48.128,7.115,41.605
08/03/2009,07:23:14,787,45.743,47.962,7.090,41.215
08/03/2009,07:23:17,476,44.652,47.794,7.074,41.983
08/03/2009,07:23:20,164,43.572,47.542,7.058,41.598
08/03/2009,07:23:22,853,43.352,47.372,7.033,40.947
08/03/2009,07:23:25,542,42.339,47.116,7.017,41.163
08/03/2009,07:23:28,231,41.452,46.900,7.000,41.073
08/03/2009,07:23:30,919,41.810,46.683,6.984,40.381
08/03/2009,07:23:33,608,41.721,46.508,6.960,40.123
08/03/2009,07:23:36,297,41.542,46.294,6.952,40.078
08/03/2009,07:23:38,986,41.089,46.083,6.935,40.205
08/03/2009,07:23:41,674,40.910,45.871,6.911,40.203
08/03/2009,07:23:44,363,40.425,45.657,6.895,40.244
08/03/2009,07:23:47,052,40.647,45.442,6.878,39.725
08/03/2009,07:23:49,740,40.381,45.224,6.862,39.549
08/03/2009,07:23:52,429,39.567,44.962,6.854,40.194
08/03/2009,07:23:55,118,38.797,44.785,6.829,40.921
08/03/2009,07:23:57,807,39.064,44.607,3.700,40.572
08/03/2009,07:24:00,495,38.116,44.309,6.797,41.220
08/03/2009,07:24:03,184,37.839,44.095,6.780,41.088
08/03/2009,07:24:05,873,38.024,43.922,6.756,40.607
08/03/2009,07:24:08,561,37.236,43.660,6.748,40.953
08/03/2009,07:24:11,250,37.511,43.440,6.723,40.222
08/03/2009,07:24:13,939,36.690,43.219,6.707,40.558
08/03/2009,07:24:16,628,36.036,42.995,6.691,41.076
08/03/2009,07:24:19,316,36.551,42.771,6.675,40.131
08/03/2009,07:24:22,005,36.782,42.642,6.666,39.351
08/03/2009,07:24:24,694,37.464,42.426,6.650,38.651
08/03/2009,07:24:27,382,36.827,42.251,6.626,39.038
08/03/2009,07:24:30,071,35.942,42.076,6.609,38.903
08/03/2009,07:24:32,760,35.053,41.899,6.593,38.561
08/03/2009,07:24:35,449,34.439,41.676,6.569,38.517
08/03/2009,07:24:38,137,33.956,41.497,6.560,38.300
08/03/2009,07:24:40,826,33.435,41.271,6.536,38.384
08/03/2009,07:24:43,515,33.907,41.043,6.528,37.771
08/03/2009,07:24:46,204,33.102,40.866,6.503,38.553
08/03/2009,07:24:48,892,32.910,40.647,6.487,37.769
08/03/2009,07:24:51,581,33.529,40.470,6.463,37.057
08/03/2009,07:24:54,270,33.716,40.292,6.446,36.709
08/03/2009,07:24:56,958,33.387,40.112,6.430,36.620
08/03/2009,07:24:59,647,32.910,39.886,6.414,36.619
08/03/2009,07:25:02,336,32.766,39.658,6.397,35.951
08/03/2009,07:25:05,025,32.177,39.382,6.381,35.274
08/03/2009,07:25:07,713,31.500,39.108,6.365,35.052
08/03/2009,07:25:10,402,31.596,38.931,6.340,34.513
08/03/2009,07:25:13,091,30.961,38.662,6.324,33.915
08/03/2009,07:25:15,779,30.257,38.481,6.308,33.460
08/03/2009,07:25:18,468,30.911,38.299,6.283,32.731
08/03/2009,07:25:21,157,32.177,38.116,6.275,32.074
08/03/2009,07:25:23,846,32.959,37.978,6.251,32.000
08/03/2009,07:25:26,534,32.375,37.792,6.243,32.000
08/03/2009,07:25:29,223,31.596,37.605,6.218,33.143
08/03/2009,07:25:31,912,31.207,37.417,6.202,32.823
08/03/2009,07:25:34,600,31.500,37.281,6.186,32.451
08/03/2009,07:25:37,289,30.762,37.101,6.169,32.914
08/03/2009,07:25:39,978,30.812,36.919,6.153,32.822
08/03/2009,07:25:42,667,30.410,36.690,6.137,32.357
08/03/2009,07:25:45,355,29.668,36.551,6.112,32.914
08/03/2009,07:25:48,044,30.157,36.365,6.096,32.263
08/03/2009,07:25:50,733,31.548,36.272,6.080,32.000
08/03/2009,07:25:53,421,32.473,36.178,6.063,32.000
08/03/2009,07:25:56,110,32.473,35.989,6.047,32.000
08/03/2009,07:25:58,799,33.055,35.847,6.031,32.000
08/03/2009,07:26:01,488,33.809,35.703,6.006,32.000
08/03/2009,07:26:04,176,34.677,35.561,5.990,32.000
08/03/2009,07:26:06,865,34.102,35.424,5.982,32.000
08/03/2009,07:26:09,554,32.814,35.239,5.957,32.000
08/03/2009,07:26:12,243,32.177,35.100,5.941,32.000
08/03/2009,07:26:14,931,31.305,34.913,5.925,32.000
08/03/2009,07:26:17,620,30.308,34.677,5.909,32.000
08/03/2009,07:26:20,309,29.370,34.487,5.892,33.094
08/03/2009,07:26:22,997,29.420,34.247,5.876,32.543
08/03/2009,07:26:25,686,29.668,34.102,5.860,32.000
08/03/2009,07:26:28,375,29.219,33.907,5.835,32.000
08/03/2009,07:26:31,064,29.219,33.716,5.819,32.000
08/03/2009,07:26:33,752,28.200,33.529,5.803,32.000
08/03/2009,07:26:36,441,27.287,33.340,5.786,32.449
08/03/2009,07:26:39,130,26.554,33.245,5.770,32.000
08/03/2009,07:26:41,818,26.197,33.055,5.754,32.000
08/03/2009,07:26:44,507,26.869,32.862,5.737,32.000
08/03/2009,07:26:47,196,28.300,32.668,5.721,32.000
08/03/2009,07:26:49,885,28.349,32.522,5.705,32.000
08/03/2009,07:26:52,573,28.606,32.326,5.680,32.000
08/03/2009,07:26:55,262,28.200,32.177,5.672,32.000
08/03/2009,07:26:57,951,27.287,31.979,5.656,32.000
08/03/2009,07:27:00,639,27.493,31.788,5.640,32.000
08/03/2009,07:27:03,328,27.596,31.644,5.623,32.000
08/03/2009,07:27:06,017,26.604,31.403,5.607,32.000
08/03/2009,07:27:08,706,26.350,31.207,5.591,32.000
08/03/2009,07:27:11,394,25.518,31.010,5.574,32.000
08/03/2009,07:27:14,083,24.560,30.812,5.566,32.000
08/03/2009,07:27:16,772,23.931,30.612,5.550,32.000
08/03/2009,07:27:19,460,24.663,30.460,5.534,32.000
08/03/2009,07:27:22,149,24.509,30.257,5.517,32.000
08/03/2009,07:27:24,838,23.717,30.012,5.501,32.000
08/03/2009,07:27:27,527,24.090,29.816,5.485,32.000
08/03/2009,07:27:30,215,24.300,29.619,5.468,32.000
08/03/2009,07:27:32,904,23.447,29.420,5.460,32.000
08/03/2009,07:27:35,593,23.717,29.219,5.444,32.000
08/03/2009,07:27:38,282,22.849,29.016,5.428,32.000
08/03/2009,07:27:40,970,22.310,28.914,5.411,32.000
08/03/2009,07:27:43,659,23.229,28.761,5.403,32.000
08/03/2009,07:27:46,348,24.457,28.606,5.387,32.000
08/03/2009,07:27:49,036,24.818,28.502,5.371,32.000
08/03/2009,07:27:51,725,24.037,28.250,5.354,32.000
08/03/2009,07:27:54,414,23.284,28.051,5.338,32.000
08/03/2009,07:27:57,103,22.364,27.799,3.317,32.000
08/03/2009,07:27:59,791,21.419,27.596,5.314,32.000
08/03/2009,07:28:02,480,20.522,27.390,5.297,32.000
08/03/2009,07:28:05,169,19.891,27.131,5.281,32.000
08/03/2009,07:28:07,857,20.522,26.922,5.273,32.000
08/03/2009,07:28:10,546,19.832,26.711,5.257,32.000
08/03/2009,07:28:13,235,19.251,26.554,5.240,32.000
08/03/2009,07:28:15,924,20.635,26.350,5.232,32.000
08/03/2009,07:28:18,612,20.691,26.197,5.208,32.000
08/03/2009,07:28:21,301,19.832,25.990,5.191,32.000
08/03/2009,07:28:23,990,20.122,25.834,5.183,32.000
08/03/2009,07:28:26,678,21.475,25.624,5.167,32.000
08/03/2009,07:28:29,367,21.419,25.465,5.159,32.000
08/03/2009,07:28:32,056,20.803,25.305,5.143,32.000
08/03/2009,07:28:34,745,19.656,25.090,5.126,32.000
08/03/2009,07:28:37,433,19.363,24.873,3.268,32.000
08/03/2009,07:28:40,122,19.139,24.663,5.102,32.000
08/03/2009,07:28:42,811,18.571,24.457,5.085,32.000
08/03/2009,07:28:45,500,18.800,24.300,5.069,32.000
08/03/2009,07:28:48,188,18.455,24.037,5.061,32.000
08/03/2009,07:28:50,877,17.511,23.878,5.037,32.000
08/03/2009,07:28:53,566,16.571,23.664,5.028,32.000
08/03/2009,07:28:56,254,15.598,23.502,5.012,32.000
08/03/2009,07:28:58,943,15.900,23.284,4.996,32.000
08/03/2009,07:29:01,632,15.114,23.064,4.988,32.000
08/03/2009,07:29:04,321,14.238,22.902,4.971,32.000
08/03/2009,07:29:07,009,13.862,22.742,4.955,32.000
08/03/2009,07:29:09,698,14.429,22.635,4.947,32.000
08/03/2009,07:29:12,387,15.236,22.419,4.931,32.000
08/03/2009,07:29:15,075,15.357,22.255,4.914,32.000
08/03/2009,07:29:17,764,14.618,22.090,4.906,32.000
08/03/2009,07:29:20,453,13.741,21.869,4.890,32.000
08/03/2009,07:29:23,142,12.997,21.645,4.882,32.000
08/03/2009,07:29:25,830,12.097,21.475,4.865,32.000
08/03/2009,07:29:28,519,11.325,21.305,4.841,32.000
08/03/2009,07:29:31,208,10.257,21.081,4.833,32.000
08/03/2009,07:29:33,896,9.597,20.970,4.825,32.000
08/03/2009,07:29:36,585,9.259,20.803,4.808,32.000
08/03/2009,07:29:39,274,10.927,20.635,4.792,32.000
08/03/2009,07:29:41,963,12.870,20.465,4.776,32.000
08/03/2009,07:29:44,651,13.372,20.352,4.768,32.000
08/03/2009,07:29:47,340,13.372,20.180,4.751,32.000
08/03/2009,07:29:50,029,12.678,20.007,4.743,32.000
08/03/2009,07:29:52,717,13.123,19.832,4.727,32.000
08/03/2009,07:29:55,406,13.496,19.656,4.711,32.000
08/03/2009,07:29:58,095,12.549,19.479,4.702,32.000
08/03/2009,07:30:00,784,12.097,19.307,4.686,32.000
08/03/2009,07:30:03,472,12.485,19.139,4.670,32.000
08/03/2009,07:30:06,161,11.586,18.914,4.654,32.000
08/03/2009,07:30:08,850,11.127,18.800,4.637,32.000
08/03/2009,07:30:11,539,12.097,18.628,4.621,32.000
08/03/2009,07:30:14,227,12.224,18.455,4.621,32.000
08/03/2009,07:30:16,916,11.456,18.222,4.597,32.000
08/03/2009,07:30:19,605,10.453,18.104,4.588,32.000
08/03/2009,07:30:22,293,11.061,17.986,4.572,32.000
08/03/2009,07:30:24,982,12.420,17.867,4.556,32.000
08/03/2009,07:30:27,671,12.742,17.627,4.548,32.000
08/03/2009,07:30:30,360,12.742,17.511,4.531,32.000
08/03/2009,07:30:33,048,13.310,17.338,4.515,32.000
08/03/2009,07:30:35,737,13.185,17.164,4.507,32.000
08/03/2009,07:30:38,426,12.997,17.047,4.491,32.000
08/03/2009,07:30:41,114,12.742,16.870,4.474,32.000
08/03/2009,07:30:43,803,12.485,16.631,4.466,32.000
08/03/2009,07:30:46,492,13.741,16.451,4.450,32.000
08/03/2009,07:30:49,181,13.372,16.208,4.442,32.000
08/03/2009,07:30:51,869,12.289,16.085,4.425,32.000
08/03/2009,07:30:54,558,12.097,15.838,4.417,32.000
08/03/2009,07:30:57,247,11.843,15.658,4.401,32.000
08/03/2009,07:30:59,935,10.522,15.478,4.385,32.000
08/03/2009,07:31:02,624,9.597,15.297,4.368,32.000
08/03/2009,07:31:05,313,8.775,15.114,4.360,32.000
08/03/2009,07:31:08,002,7.821,14.868,4.352,32.000
08/03/2009,07:31:10,690,6.689,14.681,4.336,32.000
08/03/2009,07:31:13,379,5.985,14.492,4.328,32.000
08/03/2009,07:31:16,068,6.550,14.366,4.311,32.000
08/03/2009,07:31:18,756,6.829,14.110,4.295,32.000
08/03/2009,07:31:21,445,8.096,13.983,4.279,32.000
08/03/2009,07:31:24,134,7.543,13.802,4.271,32.000
08/03/2009,07:31:26,823,6.758,13.619,4.254,32.000
08/03/2009,07:31:29,511,6.829,13.372,4.246,32.000
08/03/2009,07:31:32,200,8.366,13.248,4.230,32.000
08/03/2009,07:31:34,889,9.731,13.123,4.222,32.000
08/03/2009,07:31:37,578,9.122,12.870,4.214,32.000
08/03/2009,07:31:40,266,8.231,12.742,4.197,32.000
08/03/2009,07:31:42,955,8.984,12.549,4.181,32.000
08/03/2009,07:31:45,644,8.299,12.355,4.173,32.000
08/03/2009,07:31:48,332,7.189,12.224,4.157,32.000
08/03/2009,07:31:51,021,5.985,12.034,4.148,32.000
08/03/2009,07:31:53,710,5.253,11.843,4.132,32.000
08/03/2009,07:31:56,399,6.411,11.715,4.116,32.000
08/03/2009,07:31:59,087,8.096,11.521,4.108,32.000
08/03/2009,07:32:01,776,9.597,11.390,4.091,32.000
08/03/2009,07:32:04,465,9.731,11.193,4.075,32.000
08/03/2009,07:32:07,153,8.915,11.061,4.059,32.000
08/03/2009,07:32:09,842,9.597,10.860,4.051,32.000
08/03/2009,07:32:12,531,8.775,10.658,4.042,32.000
08/03/2009,07:32:15,220,8.096,10.453,4.026,32.000
08/03/2009,07:32:17,908,9.191,10.321,4.010,32.000
08/03/2009,07:32:20,597,9.530,10.257,3.994,32.000
08/03/2009,07:32:23,286,8.635,9.995,3.985,32.000
08/03/2009,07:32:25,974,8.775,9.797,3.969,32.000
08/03/2009,07:32:28,663,7.682,9.597,3.961,32.000
08/03/2009,07:32:31,352,6.689,9.463,3.953,32.000
08/03/2009,07:32:34,041,5.841,9.259,3.936,32.000
08/03/2009,07:32:36,729,7.046,9.122,3.928,32.000
08/03/2009,07:32:39,418,8.705,8.984,3.912,32.000
08/03/2009,07:32:42,107,8.366,8.775,3.016,32.000
08/03/2009,07:32:44,796,7.613,8.635,3.888,32.000
08/03/2009,07:32:47,484,8.231,8.366,3.871,32.000
08/03/2009,07:32:50,173,8.705,8.164,3.863,32.000
08/03/2009,07:32:52,862,7.402,7.959,3.847,32.000
08/03/2009,07:32:55,550,7.046,7.821,3.839,32.000
08/03/2009,07:32:58,239,6.270,7.682,3.822,32.000
08/03/2009,07:33:00,928,6.128,7.402,3.814,32.000
08/03/2009,07:33:03,617,7.117,7.331,3.806,32.000
08/03/2009,07:33:06,305,6.689,7.117,3.782,32.000
08/03/2009,07:33:08,994,6.481,6.974,3.774,32.000
08/03/2009,07:33:11,683,5.253,6.689,3.765,32.000
08/03/2009,07:33:14,371,5.104,6.481,3.757,32.000
08/03/2009,07:33:17,060,6.056,6.270,3.741,32.000
08/03/2009,07:33:19,749,6.481,6.128,3.725,32.000
08/03/2009,07:33:22,438,5.913,5.841,3.716,32.000
08/03/2009,07:33:25,126,5.841,5.695,3.708,32.000
08/03/2009,07:33:27,815,4.884,5.402,3.692,32.000
08/03/2009,07:33:30,504,5.104,5.253,3.684,32.000
08/03/2009,07:33:33,192,4.593,5.028,3.668,32.000
08/03/2009,07:33:35,881,3.308,4.739,3.659,32.000
08/03/2009,07:33:38,570,2.016,4.520,3.651,32.000
08/03/2009,07:33:41,259,2.094,4.299,3.635,32.000
08/03/2009,07:33:43,947,2.932,4.075,3.619,32.000
08/03/2009,07:33:46,636,1.780,3.772,3.619,32.000
08/03/2009,07:33:49,325,1.151,3.464,3.602,32.000
08/03/2009,07:33:52,013,1.460,3.308,3.594,32.000
08/03/2009,07:33:54,702,0.684,3.007,3.578,32.000
08/03/2009,07:33:57,391,-0.206,2.783,3.570,32.000
08/03/2009,07:34:00,080,0.041,2.632,3.553,32.000
08/03/2009,07:34:02,768,0.445,2.556,3.545,32.000
08/03/2009,07:34:05,457,0.604,2.403,3.537,32.000
08/03/2009,07:34:08,146,0.204,2.249,3.521,32.000
08/03/2009,07:34:10,835,-0.453,2.016,3.513,32.000
08/03/2009,07:34:13,523,-1.859,1.780,3.505,32.000
08/03/2009,07:34:16,212,-3.128,1.620,3.496,32.000
08/03/2009,07:34:18,901,-3.829,1.460,3.488,32.000
08/03/2009,07:34:21,589,-4.706,1.304,3.480,32.000
08/03/2009,07:34:24,278,-5.619,1.074,3.464,32.000
08/03/2009,07:34:26,967,-6.807,0.841,3.456,32.000
08/03/2009,07:34:29,656,-7.665,0.604,3.439,32.000
08/03/2009,07:34:32,344,-8.617,0.365,3.431,32.000
08/03/2009,07:34:35,033,-9.513,0.204,3.423,32.000
08/03/2009,07:34:37,722,-9.806,-0.041,3.407,32.000
08/03/2009,07:34:40,410,-9.416,-0.206,3.399,32.000
08/03/2009,07:34:43,099,-9.513,-0.289,3.382,32.000
08/03/2009,07:34:45,788,-8.230,-0.453,2.861,32.000
08/03/2009,07:34:48,477,-8.422,-0.613,3.374,32.000
08/03/2009,07:34:51,165,-9.012,-0.855,3.366,32.000
08/03/2009,07:34:53,854,-10.004,-1.019,3.358,32.000
08/03/2009,07:34:56,543,-10.820,-1.184,3.342,32.000
08/03/2009,07:34:59,231,-11.543,-1.267,3.333,32.000
08/03/2009,07:35:01,920,-12.272,-1.434,3.317,32.000
08/03/2009,07:35:04,609,-12.922,-1.688,3.309,32.000
08/03/2009,07:35:07,298,-12.922,-1.859,3.301,32.000
08/03/2009,07:35:09,986,-13.669,-2.032,3.293,32.000
08/03/2009,07:35:12,675,-14.445,-2.206,3.285,32.000
08/03/2009,07:35:15,364,-15.009,-2.370,3.268,32.000
08/03/2009,07:35:18,052,-14.899,-2.536,3.260,32.000
08/03/2009,07:35:20,741,-14.445,-2.619,3.260,32.000
08/03/2009,07:35:23,430,-13.561,-2.872,3.252,32.000
08/03/2009,07:35:26,119,-11.645,-2.956,3.236,32.000
08/03/2009,07:35:28,807,-11.240,-3.128,3.228,32.000
08/03/2009,07:35:31,496,-11.645,-3.300,3.219,32.000
08/03/2009,07:35:34,185,-10.407,-3.475,3.203,32.000
08/03/2009,07:35:36,874,-8.715,-3.475,3.203,32.000
08/03/2009,07:35:39,562,-8.230,-3.651,3.187,32.000
08/03/2009,07:35:42,251,-9.012,-3.740,3.187,32.000
08/03/2009,07:35:44,940,-10.004,-3.829,3.170,32.000
08/03/2009,07:35:47,628,-10.820,-3.918,3.162,32.000
